naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4
327310,2000,17.2,829.5,12.7,28,562.4,7161.8,2589.7,4693,1077,924.5,999.7,6018.3,3823.4,2194.9,1.075999975,1.052999973,0.986999989,1.085999966,-0.005,0.953000009,-0.004,0.953000009
327320,2000,101.1,3622.1,79.8,171.4,2643.7,20933.3,11412.5,9518.7,753.3,546.5,314.8,8193.5,5671.6,2521.9,1.085999966,1.003999949,0.976000011,1.10800004,-0.028999999,0.964999974,-0.028999999,0.964999974
327331,2000,22.6,785.5,14.2,31.7,450.8,4043.9,1949.3,2146.6,188.3,444.4,64.2,1753.1,1077.3,675.8,1.072999954,1.021999955,0.986000001,1.070000052,-0.021,1.052000046,-0.021,1.052000046
327332,2000,14.7,496.5,12.3,26.3,344.7,2465.7,977.8,1503.6,128.4,302,33.8,965.8,631.8,334,1.09800005,1.006000042,0.986999989,1.069000006,-0.068999998,0.989000022,-0.068999998,0.989000022
327390,2000,65.2,2013.6,48.3,99,1283.6,8048.2,3298.4,4807,409.7,703.7,96.3,2859.8,1869.1,990.7,1.093999982,1.006999969,0.989000022,1.085999966,-0.016000001,0.987999976,-0.016000001,0.987999976
327410,2000,5.4,212,4.2,8.8,155.6,1175.3,499.7,677.2,60.7,140.3,246.8,855.3,560,295.3,1.018000007,1.047999978,0.971000016,1.123999953,-0.039000001,1.034000039,-0.039999999,1.031999946
327420,2000,14.9,570.5,12.1,27.1,435,4924.2,2457.1,2470.2,201.6,275,376.6,1566.4,1081.8,484.5,1.125,1.037999988,0.986000001,1.123000026,-0.074000001,0.898000002,-0.074000001,0.898000002
327910,2000,20.2,757.4,14.3,29.8,418.1,4072.7,1412.9,2637.4,161.9,649.6,78.6,2020.1,1296.9,723.1,1.003000021,0.987999976,0.981000006,1.062999964,-0.025,0.926999986,-0.025,0.926999986
327991,2000,15.9,474.7,12.9,23.6,357.5,1645.4,564,1087.2,72,184.3,31.5,612.1,401.4,210.6,1.037999988,1.018000007,0.986999989,1.06400001,0.057,1.110999942,0.057,1.110999942
327992,2000,10.1,369.9,7.4,15.9,240.1,2311.5,1087.3,1240.8,112.6,246,165.4,1459.7,928.7,531,1.034999967,1.008000016,0.976000011,1.09800005,-0.052999999,0.85799998,-0.052999999,0.85799998
327993,2000,21,872.1,17.2,37.4,660.1,4783.9,2128.8,2648.9,265.2,370,377.3,2718.6,1923.2,795.4,1.082999945,1.011999965,0.976999998,1.087000012,-0.006,0.869000018,-0.006,0.870000005
327999,2000,12,384.6,8.4,18.6,227.5,2107.1,1050.6,1060.8,121.6,193.7,41.8,880.8,585.8,295.1,1.049000025,1.021000028,0.995000005,1.083999991,-0.001,0.933000028,-0.002,0.933000028
331111,2000,140.6,7462,111.1,242.7,5636.1,52068.4,32087.7,20271.8,1997.3,9126.7,3921.6,58288.4,45405.9,12882.5,0.906000018,0.949999988,0.991999984,1.019999981,-0.039000001,1.001999974,-0.037999999,1.003000021
