SALES
2425
6742
5708
5354
6099
5574
7148
6112
5682
5545
5957
5664
6011
5954
5415
5048
6650
6082
6348
6566
7159
5374
4967
7122
7359
8126
7868
4917
6791
9494
8959
9767
9471
7142
6702
7611
6012
8463
6717
7575
10818
7802
7322
6407
8325
7631
9892
2688
7394
4836
12655
9114
4399
8529
12080
9011
7127
10917
8525
6834
8660
8377
9435
10633
7965
12965
9443
6185
11846
10620
8906
9787
9446
8901
7025
11133
8122
10113
12531
8302
10725
14100
13198
10097
11046
10756
12432
9813
10058
9577
8871
12558
10570
12688
13078
10032
8893
13590
15818
8480
16157
11433
13828
11664
4425
6856
10422
11959
13098
10228
11967
10337
12970
12186
12283
15702
16675
11764
9566
14276
12954
15769
10427
14089
10723
14525
10841
16282
14603
16673
13721
11548
15127
17947
15886
14299
16727
17251
17063
15195
11866
18312
17634
18414
16071
18727
20121
21417
15016
15511
16290
20031
9258
15293
18773
14069
9712
12623
11030
12156
18692
15535
18926
18529
15930
13528
19739
16451
17785
16298
14799
16557
16391
18792
12734
17173
13516
20956
12589
19564
16406
15861
17291
11632
13842
19804
24103
15016
15809
15879
23434
16196
17041
17658
23447
30010
18307
23636
24844
29739
20720
21575
20466
24650
12509
25198
20084
20877
10080
5571
14443
16831
24679
14537
13951
17114
26375
13525
20938
13773
21644
25054
15754
17766
19075
21718
19815
21979
22063
28064
14462
29676
21617
19068
22706
13779
14576
23166
28113
22449
25389
24570
39514
14004
28502
19945
24518
34138
21071
23312
20894
37976
17546
35900
26701
29392
9574
16205
40481
28947
31091
7456
17953
16302
19521
