고유번호,기준연도,행정동코드,행정동명,2007년사용량,2008년사용량,경도,위도,,region1,region2,year,경도,위도
30,2008,1102067,황학동,1023.476,942.843,127.0205839,37.5685588,,관악구,봉천7동,2006,126.9643198,37.5954681
31,2008,1102068,중림동,1760.615,1690.701,126.9664592,37.5567614,,관악구,신림1동,2006,126.9269185,37.4868818
32,2008,1103051,후암동,2277.246,1868.685,126.9805674,37.5502826,,관악구,신림2동,2006,126.9269185,37.4868818
41,2008,1102066,신당6동,1769.501,1682.237,127.0185893,37.560813,,관악구,신림4동,2006,126.9269185,37.4868818
42,2008,1105066,자양3동,3815.718,3435.42,127.0712358,37.5318573,,관악구,신림5동,2006,126.9269185,37.4868818
43,2008,1104066,성수1가2동,2331.622,2303.165,127.0419006,37.5487201,,관악구,신림7동,2006,126.9269185,37.4868818
44,2008,1105054,군자동,2789.727,2320.731,127.0735141,37.5533702,,관악구,신림8동,2006,126.9269185,37.4868818
46,2008,1103069,서빙고동,1671.254,1368.473,126.9914626,37.5210901,,관악구,신림9동,2006,126.9269185,37.4868818
52,2008,1101066,명륜3가동,976.525,981.524,126.9932166,37.5872766,,관악구,신림본동,2006,126.9269185,37.4868818
55,2008,1101071,숭인2동,1473.214,1243.091,127.0195273,37.5749267,,광진구,광장동,2006,127.103556,37.5475025
130,2008,1111063,중계3동,3655.919,2932.145,127.0676494,37.6446146,,광진구,구의1동,2006,127.0859709,37.5409688
138,2008,1107060,상봉2동,2523.393,2520.521,127.0817926,37.5945418,,광진구,구의2동,2006,127.0946734,37.5518631
90,2008,1106051,신설동,1600.522,1351.09,127.0293241,37.5745106,,광진구,구의3동,2006,127.0961417,37.5357391
91,2008,1103070,보광동,2096.189,2070.447,127.0014156,37.525308,,광진구,군자동,2006,127.0735141,37.5533702
92,2008,1103071,청파동,3111.284,2871.759,126.9666028,37.5483878,,광진구,능동,2006,127.081995,37.551142
93,2008,1103072,원효로1동,1308.57,1327.145,126.9654422,37.5376452,,광진구,자양1동,2006,127.0802498,37.5367375
62,2008,1103074,한남동,4738.601,4125.072,127.0077715,37.5374867,,광진구,자양2동,2006,127.0824325,37.5307539
66,2008,1106074,이문1동,1405.396,1380.868,127.0653671,37.5975065,,광진구,자양3동,2006,127.0712358,37.5318573
67,2008,1104055,사근동,2987.182,2508.13,127.045359,37.5589836,,광진구,중곡1동,2006,127.0777479,37.5619104
68,2008,1106054,제기1동,1502.871,1441.481,127.040215,37.5847436,,광진구,중곡2동,2006,127.0840946,37.5587623
165,2008,1110056,방학2동,2664.614,2682.199,127.0313205,37.668601,,광진구,중곡3동,2006,127.0814009,37.5676251
196,2008,1116066,가양3동,2023.839,1914.663,126.8622364,37.5627583,,광진구,중곡4동,2006,127.0951459,37.5629686
198,2008,1122067,양재2동,4704.933,4621.918,127.0464793,37.4541092,,광진구,화양동,2006,127.0731746,37.5435197
155,2008,1106072,휘경1동,1909.034,1908.48,127.061833,37.5914118,,구로구,개봉2동,2006,126.8578627,37.4923447
153,2008,1106068,장안4동,1886.272,1874.844,127.0718733,37.5770828,,구로구,개봉3동,2006,126.8538852,37.4864119
135,2008,1109062,번3동,2782.762,2214.446,127.0433655,37.6234709,,구로구,고척1동,2006,126.8634217,37.5004217
69,2008,1106058,전농3동,2501.163,2349.404,127.0611619,37.5807855,,구로구,고척2동,2006,126.8545802,37.5050342
70,2008,1107061,중화1동,2243.306,1882.762,127.0829266,37.6026318,,구로구,구로1동,2006,126.8744434,37.4930275
105,2008,1110061,창3동,1541.885,1267.788,127.0414145,37.637731,,구로구,구로3동,2006,126.8947943,37.4852754
119,2008,1114063,신수동,2493.403,2123.727,126.9331156,37.5447268,,구로구,구로4동,2006,126.8897517,37.4912957
131,2008,1111062,중계2동,2304.468,1919.124,127.0635677,37.6418637,,구로구,구로5동,2006,126.8874986,37.5023806
23,2008,1102060,을지로동,1534.219,1535.489,126.997044,37.5662578,,구로구,수궁동,2006,126.8253891,37.4987947
24,2008,1102055,명동,6354.487,5235.852,126.983206,37.5616872,,구로구,신도림동,2006,126.8831808,37.5101829
25,2008,1102057,필동,1529.302,1320.016,126.9943278,37.5566962,,구로구,오류1동,2006,126.8424577,37.4969287
82,2008,1105056,중곡2동,2572.422,2092.8,127.0840946,37.5587623,,구로구,오류2동,2006,126.8346877,37.4845164
85,2008,1105059,능동,1966.34,2054.633,127.081995,37.551142,,금천구,가산동,2006,126.8850721,37.4756389
84,2008,1105058,중곡4동,3510.19,2854.031,127.0951459,37.5629686,,금천구,독산1동,2006,126.8921307,37.4654438
86,2008,1105061,구의2동,3297.482,2661.209,127.0946734,37.5518631,,금천구,독산2동,2006,126.9048969,37.4626908
88,2008,1105065,자양2동,3846.152,3819.458,127.0824325,37.5307539,,금천구,독산3동,2006,126.9050746,37.4758607
94,2008,1103073,한강로동,4242.496,3587.702,126.9691414,37.5299999,,금천구,독산4동,2006,126.9050332,37.4693262
97,2008,1111052,월계2동,2891.097,2793.546,127.0492857,37.6340924,,금천구,시흥1동,2006,126.8996423,37.453328
98,2008,1111069,상계5동,3318.95,2735.432,127.0700774,37.6633451,,금천구,시흥2동,2006,126.9205318,37.4506941
99,2008,1113074,북아현동,1972.27,1940.315,126.9551002,37.5593178,,금천구,시흥3동,2006,126.9067393,37.4406086
106,2008,1111059,하계2동,2351.04,2287.244,127.0646016,37.6351662,,금천구,시흥4동,2006,126.9092028,37.4595548
117,2008,1111053,월계3동,2483.402,2122.125,127.0657929,37.6231698,,금천구,시흥5동,2006,126.9120245,37.4489992
121,2008,1111072,상계8동,3594.541,3243.3,127.0537799,37.6661992,,노원구,공릉2동,2006,127.0918584,37.6314108
129,2008,1106066,장안2동,1994.122,2065.044,127.0737285,37.5741291,,노원구,상계10동,2006,127.0585925,37.6598455
145,2008,1108082,삼선동,2873.158,2448.985,127.0115825,37.5864159,,노원구,상계1동,2006,127.067219,37.6835121
168,2008,1110063,창5동,3481.5,2991.218,127.0423315,37.6566244,,노원구,상계2동,2006,127.0662128,37.6560265
175,2008,1111064,중계4동,3192.439,3060.668,127.0841682,37.6585831,,노원구,상계5동,2006,127.0700774,37.6633451
184,2008,1109072,송천동,3531.988,3135.666,127.0243166,37.6182289,,노원구,상계8동,2006,127.0537799,37.6661992
193,2008,1109065,수유3동,2964.103,2454.014,127.0238872,37.6410633,,노원구,상계9동,2006,127.0631949,37.6676017
118,2008,1111077,상계6.7동,7154.793,6399.271,127.0614074,37.6466982,,노원구,월계1동,2006,127.0625553,37.6187434
120,2008,1115060,신월4동,1991.713,1598.701,126.8396852,37.5218161,,노원구,월계2동,2006,127.0492857,37.6340924
122,2008,1107064,묵1동,3500.667,3464.07,127.0832136,37.6128345,,노원구,월계3동,2006,127.0657929,37.6231698
123,2008,1107068,망우3동,1972.617,1955.742,127.102815,37.5915716,,노원구,중계1동,2006,127.0734019,37.6498108
127,2008,1107072,면목3.8동,3273.223,2937.228,127.0967843,37.5847387,,노원구,중계4동,2006,127.0841682,37.6585831
128,2008,1112071,진관동,463.809,634.032,126.9387277,37.64193,,노원구,중계본동,2006,127.0855729,37.6480524
133,2008,1107055,면목5동,1513.311,1242.883,127.0789107,37.5822023,,노원구,하계1동,2006,127.0750977,37.6384143
134,2008,1108061,보문동,1862.446,1538.334,127.0195816,37.5830882,,노원구,하계2동,2006,127.0646016,37.6351662
124,2008,1107069,신내1동,3748.877,3153.326,127.1034338,37.610154,,도봉구,도봉1동,2006,127.0270249,37.6852966
125,2008,1107070,신내2동,3770.75,3201.368,127.0906807,37.6090172,,도봉구,도봉2동,2006,127.0478527,37.6815251
115,2008,1108071,월곡1동,2357.152,2051.257,127.0370768,37.6076034,,도봉구,방학1동,2006,127.0431323,37.6651501
126,2008,1107071,면목본동,3704.266,3347.312,127.0891884,37.5889229,,도봉구,방학2동,2006,127.0313205,37.668601
110,2008,1106079,답십리3동,1981.12,1912.493,127.0504575,37.5704403,,도봉구,방학3동,2006,127.0251742,37.6626127
112,2008,1106065,장안1동,2701.282,2181.255,127.0646127,37.5671372,,도봉구,쌍문1동,2006,127.0206282,37.6543185
113,2008,1107062,중화2동,3358.593,3087.725,127.0748907,37.5989287,,도봉구,쌍문2동,2006,127.037596,37.65647
114,2008,1109060,번1동,2366.21,1936.013,127.0308537,37.6383904,,도봉구,쌍문3동,2006,127.0307557,37.6471216
72,2008,1104057,행당2동,2233.419,1729.067,127.0293608,37.5566818,,도봉구,쌍문4동,2006,127.0300327,37.6554033
73,2008,1104059,금호1가동,809.758,660.024,127.0245005,37.5530173,,도봉구,창1동,2006,127.0423736,37.6454302
74,2008,1104062,금호4가동,680.951,599.777,127.0227871,37.5435666,,도봉구,창2동,2006,127.0372578,37.6417801
75,2008,1104067,성수2가1동,2479.528,1973.433,127.0559597,37.536291,,도봉구,창3동,2006,127.0414145,37.637731
77,2008,1104069,송정동,1194.555,1177.251,127.0629577,37.5537764,,도봉구,창4동,2006,127.0503232,37.6514095
78,2008,1104070,용답동,2315.967,1954.427,127.057958,37.5613412,,도봉구,창5동,2006,127.0423315,37.6566244
79,2008,1104072,금호2.3가동,1273.531,961.814,127.0196534,37.5527101,,동대문구,회기동,2006,127.0520037,37.5944552
80,2008,1104073,옥수동,3109.471,2808.336,127.017035,37.5425349,,동대문구,휘경1동,2006,127.061833,37.5914118
103,2008,1108084,종암동,3928.374,3405.562,127.0329179,37.5976482,,동대문구,휘경2동,2006,127.065974,37.5867326
104,2008,1109073,삼각산동,887.744,561.162,127.0154022,37.6162901,,동작구,노량진2동,2006,126.938553,37.5110955
107,2008,1112056,갈현2동,3325.131,3340.873,126.9126436,37.6183503,,동작구,대방동,2006,126.9277596,37.5069865
108,2008,1106078,전농2동,2518.055,2250.283,127.0501483,37.5807698,,동작구,사당1동,2006,126.9761499,37.4803836
109,2008,1113065,홍제2동,1738.925,1570.504,126.9528452,37.5840871,,동작구,사당3동,2006,126.9711251,37.4889213
116,2008,1110059,창1동,4047.763,3160.207,127.0423736,37.6454302,,동작구,사당4동,2006,126.9705189,37.4807107
157,2008,1106075,이문2동,2306.585,1909.022,127.0575155,37.5973873,,동작구,사당5동,2006,126.9659392,37.4868642
159,2008,1106080,청량리동,4231.606,3829.269,127.0459623,37.5884461,,동작구,상도1동,2006,126.9543551,37.4999435
160,2008,1107052,면목2동,3155.207,3157.394,127.0787611,37.5891501,,동작구,상도2동,2006,126.9416175,37.5032617
161,2008,1107054,면목4동,2431.643,2333.499,127.0870602,37.5734769,,동작구,상도3동,2006,126.9349944,37.4974897
162,2008,1107057,면목7동,2987.053,2431.648,127.0911624,37.5761301,,동작구,상도4동,2006,126.9401218,37.4976735
151,2008,1108066,길음1동,2681.12,2401.64,127.0202048,37.6080703,,동작구,신대방1동,2006,126.9096133,37.4907832
152,2008,1108072,월곡2동,2256.998,2319.783,127.0446648,37.6032023,,동작구,신대방2동,2006,126.9222171,37.494006
154,2008,1106071,회기동,1614.396,1327.943,127.0520037,37.5944552,,마포구,대흥동,2006,126.9402373,37.5509928
141,2008,1108062,정능1동,1951.112,1934.508,127.0174838,37.6060713,,마포구,망원1동,2006,126.9007265,37.5521849
142,2008,1108063,정능2동,2439.992,2002.183,127.0074724,37.604141,,마포구,망원2동,2006,126.8956961,37.5567473
136,2008,1106077,용두동,2637.451,2322.675,127.0349563,37.57743,,마포구,상암동,2006,126.8802908,37.5727035
137,2008,1107059,상봉1동,2456.599,2103.211,127.0880656,37.6024549,,마포구,서교동,2006,126.9228533,37.5550337
139,2008,1108059,돈암2동,1906.756,1692.318,127.012714,37.5967953,,마포구,성산1동,2006,126.9108057,37.5623625
140,2008,1108060,안암동,3470.41,3493.808,127.0275995,37.5868763,,마포구,성산2동,2006,126.9040014,37.5676793
149,2008,1109061,번2동,2602.748,2556.374,127.0344734,37.6276871,,마포구,신수동,2006,127.0201823,37.5258447
158,2008,1106076,이문3동,1956.564,1875.8,127.0667615,37.6023909,,마포구,연남동,2006,126.9224741,37.5624936
174,2008,1111061,중계1동,2845.551,2733.933,127.0734019,37.6498108,,마포구,염리동,2006,126.9472006,37.5501423
177,2008,1111066,상계2동,2946.965,2889.901,127.0662128,37.6560265,,마포구,용강동,2006,126.9423661,37.5404748
187,2008,1108078,장위3동,1856.923,1836.087,127.0538288,37.6183799,,마포구,합정동,2006,126.9085437,37.5471898
197,2008,1122054,서초4동,4481.858,4295.625,127.0200266,37.499109,,서대문구,남가좌1동,2006,126.9158688,37.5715267
101,2008,1104052,왕십리2동,1769.106,1716.741,127.0279769,37.5614323,,서대문구,남가좌2동,2006,126.9211579,37.5784557
102,2008,1108058,돈암1동,1784.634,1725.389,127.0244233,37.599316,,서대문구,북가좌1동,2006,126.9084379,37.5756028
146,2008,1107073,망우본동,3917.526,3724.37,127.1055957,37.602601,,서대문구,북가좌2동,2006,126.9139325,37.5811056
147,2008,1108083,동선동,2296.944,2073.452,127.0184009,37.5936584,,서대문구,천연동,2006,126.9583141,37.5719571
148,2008,1108085,석관동,3823.705,3407.781,127.0611724,37.6081631,,서대문구,홍은1동,2006,126.9478902,37.5996284
150,2008,1109063,수유1동,2696.654,2731.377,127.0087803,37.6295496,,서대문구,홍은3동,2006,126.9321546,37.5868455
156,2008,1106073,휘경2동,2458.153,2099.219,127.065974,37.5867326,,서대문구,홍제1동,2006,126.9449503,37.5799306
143,2008,1108064,정능3동,2255.002,2233.762,126.994311,37.614787,,서대문구,홍제3동,2006,126.9528452,37.5840871
144,2008,1108065,정능4동,2639.05,2172.515,126.9951836,37.6222164,,서대문구,홍제4동,2006,126.9501653,37.5919852
163,2008,1109069,삼양동,2807.154,2668.16,127.0133716,37.6243866,,서초구,내곡동,2006,127.069692,37.452285
164,2008,1109070,미아동,2818.603,2310.764,127.0266289,37.6289612,,서초구,반포1동,2006,127.0167747,37.5052427
182,2008,1113068,홍은2동,3769.513,3407.731,126.9321546,37.5868455,,서초구,반포2동,2006,126.9954459,37.5069544
183,2008,1109071,송중동,4166.516,3769.077,127.0333957,37.6174199,,서초구,반포3동,2006,127.0039808,37.5126405
185,2008,1108076,장위1동,2801.71,2806.882,127.0444584,37.615589,,서초구,반포4동,2006,127.0015975,37.4996859
186,2008,1108077,장위2동,2454.484,1994.643,127.0530399,37.6126538,,서초구,반포본동,2006,126.9873462,37.5063564
188,2008,1108081,성북동,2793.398,2509.923,126.9973996,37.5953528,,서초구,방배1동,2006,126.9959053,37.4850573
189,2008,1110054,쌍문4동,2547.048,2414.123,127.0300327,37.6554033,,서초구,방배2동,2006,126.9894127,37.4722936
190,2008,1110055,방학1동,3637.283,3042.347,127.0431323,37.6651501,,서초구,방배3동,2006,126.9980078,37.474511
191,2008,1112051,녹번동,4145.132,3480.673,126.9355246,37.604229,,서초구,방배4동,2006,126.9914563,37.4897993
192,2008,1112052,불광1동,4424.259,4013.779,126.9372782,37.6181244,,서초구,방배본동,2006,126.989064,37.4953519
194,2008,1113073,충현동,3217.831,3084.656,126.9594203,37.5647554,,서초구,서초1동,2006,127.020373,37.486444
217,2008,1116052,등촌1동,2636.15,2201.002,126.859834,37.5560676,,서초구,서초2동,2006,127.0278351,37.4890881
199,2008,1114070,망원2동,2373.017,2364.761,126.8956961,37.5567473,,서초구,서초3동,2006,127.0097616,37.4856591
195,2008,1113075,신촌동,7679.323,7389.959,126.9384315,37.5659638,,서초구,서초4동,2006,127.0200266,37.499109
200,2008,1117055,구로4동,3166.237,2637.46,126.8897517,37.4912957,,서초구,양재1동,2006,127.0236975,37.4704744
222,2008,1115065,신정2동,2680.353,2554.692,126.8749622,37.5187126,,서초구,양재2동,2006,127.0464793,37.4541092
166,2008,1110057,방학3동,3690.167,3175.183,127.0251742,37.6626127,,서초구,잠원동,2006,127.0128992,37.5180129
167,2008,1110062,창4동,4290.556,4175.613,127.0503232,37.6514095,,성동구,금호1가동,2006,127.0245005,37.5530173
169,2008,1110065,도봉2동,4418.777,4296.916,127.0478527,37.6815251,,성동구,금호4가동,2006,127.0227871,37.5435666
170,2008,1111051,월계1동,2194,1838.266,127.0625553,37.6187434,,성동구,마장동,2006,127.0402895,37.5674822
171,2008,1111054,월계4동,2449.412,2404.503,127.0571886,37.6315663,,성동구,사근동,2006,127.045359,37.5589836
172,2008,1111058,하계1동,4676.296,3908.926,127.0750977,37.6384143,,성동구,성수1가1동,2006,127.0401648,37.5401785
173,2008,1111060,중계본동,3477.576,3458.535,127.0855729,37.6480524,,성동구,성수1가2동,2006,127.0419006,37.5487201
176,2008,1111065,상계1동,4426.068,3839.922,127.067219,37.6835121,,성동구,성수2가1동,2006,127.0559597,37.536291
178,2008,1111073,상계9동,3437.086,2797.469,127.0631949,37.6676017,,성동구,성수2가3동,2006,127.0585584,37.5455156
179,2008,1111074,상계10동,2767.893,2683.336,127.0585925,37.6598455,,성동구,송정동,2006,127.0629577,37.5537764
180,2008,1111075,공릉1.3동,5386.999,4608.388,127.0730413,37.6235052,,성동구,왕십리2동,2006,127.0279769,37.5614323
181,2008,1111076,상계3.4동,3697.157,3403.51,127.0810527,37.676222,,성동구,용답동,2006,127.057958,37.5613412
212,2008,1109075,인수동,3760.252,3411.708,127.0040789,37.6385455,,성동구,응봉동,2006,127.0345904,37.5505682
213,2008,1110051,쌍문1동,2824.18,2305.709,127.0206282,37.6543185,,성동구,행당1동,2006,127.0351023,37.5597522
221,2008,1115054,목4동,3192.448,2655.726,126.8680596,37.534826,,성동구,행당2동,2006,127.0293608,37.5566818
223,2008,1115072,신정4동,4654.6,3829.928,126.8571714,37.5254653,,성북구,길음1동,2006,127.0202048,37.6080703
224,2008,1116057,화곡2동,2379.761,1948.366,126.8548119,37.5326968,,성북구,길음3동,2006,127.0272226,37.6079289
225,2008,1113070,남가좌2동,3089.176,2572.042,126.9211579,37.5784557,,성북구,돈암1동,2006,127.0244233,37.599316
226,2008,1113071,북가좌1동,2071.988,1777.397,126.9084379,37.5756028,,성북구,돈암2동,2006,127.012714,37.5967953
227,2008,1113072,북가좌2동,3669.607,3601.665,126.9139325,37.5811056,,성북구,보문동,2006,127.0195816,37.5830882
230,2008,1116063,화곡8동,3380.332,3398.898,126.847988,37.5337349,,성북구,안암동,2006,127.0275995,37.5868763
231,2008,1116064,가양1동,3267.498,3434.715,126.8352521,37.5734646,,성북구,월곡1동,2006,127.0370768,37.6076034
236,2008,1112058,대조동,3827.701,3171.6,126.924346,37.6129551,,성북구,월곡2동,2006,127.0446648,37.6032023
243,2008,1112067,증산동,2525.662,2052.632,126.9057627,37.5827513,,성북구,장위1동,2006,127.0444584,37.615589
254,2008,1113052,천연동,2178.899,1829.1,126.9583141,37.5719571,,성북구,장위2동,2006,127.0530399,37.6126538
268,2008,1116067,발산1동,3162.844,3070.159,126.8258043,37.5502922,,성북구,장위3동,2006,127.0538288,37.6183799
214,2008,1114069,망원1동,2647.867,2152.7,126.9007265,37.5521849,,성북구,정릉1동,2006,127.0174838,37.6060713
215,2008,1115051,목1동,5082.963,5142.725,126.8762641,37.52705,,성북구,정릉2동,2006,127.0074724,37.604141
218,2008,1116058,화곡3동,2428.345,2378.744,126.8351141,37.5439302,,성북구,정릉3동,2006,126.994311,37.614787
219,2008,1113069,남가좌1동,1778.329,1310.07,126.9158688,37.5715267,,성북구,정릉4동,2006,126.9951836,37.6222164
220,2008,1112060,응암2동,2937.546,2069.029,126.9228547,37.5916628,,송파구,가락1동,2006,127.1077445,37.4951698
229,2008,1114059,용강동,2900.797,2451.715,126.9423661,37.5404748,,송파구,가락2동,2006,127.131344,37.4962788
228,2008,1116065,가양2동,2736.363,2269.579,126.85434,37.5683492,,송파구,가락본동,2006,127.1213957,37.4971923
250,2008,1119061,양평1동,1969.883,2029.346,126.8869945,37.5256603,,송파구,거여1동,2006,127.1421203,37.4946438
289,2008,1124057,방이1동,2479.062,2055.051,127.1223441,37.5099874,,송파구,거여2동,2006,127.1489329,37.4891281
202,2008,1117051,신도림동,3505.537,3183.315,126.8831808,37.5101829,,송파구,마천1동,2006,127.1545404,37.4942934
