고유번호,기준연도,행정동코드,행정동명,2007년사용량,2008년사용량,경도,위도,,region1,region2,year,경도,위도
235,2008,1112057,구산동,3810.947,3787.384,126.9091326,37.6120976,,송파구,마천2동,2006,127.1516416,37.5004035
245,2008,1114076,서강동,2787.335,3104.629,126.9241341,37.5463129,,송파구,문정1동,2006,127.1273333,37.4878015
260,2008,1116061,화곡6동,3147.765,2599.859,126.8511714,37.5516082,,송파구,문정2동,2006,127.1176086,37.4789149
282,2008,1115059,신월3동,1948.747,1617.797,126.8282326,37.532608,,송파구,방이1동,2006,127.1223441,37.5099874
296,2008,1124067,가락2동,4403.596,3882.835,127.131344,37.4962788,,송파구,방이2동,2006,127.1138568,37.5126447
300,2008,1123061,대치2동,2392.37,2228.597,127.0662436,37.4955294,,송파구,삼전동,2006,127.0905088,37.5016876
290,2008,1119070,대림1동,2155.161,1761.9,126.9047031,37.493276,,송파구,석촌동,2006,127.0611724,37.6081631
210,2008,1114068,합정동,2732.388,2699.618,126.9085437,37.5471898,,송파구,송파1동,2006,127.1103631,37.5069858
216,2008,1115064,신정1동,3606.549,2930.026,126.8599132,37.5181274,,송파구,송파2동,2006,127.1167081,37.5029784
207,2008,1115057,신월1동,2927.037,2867.605,126.8344994,37.5311542,,송파구,오금동,2006,127.1340709,37.5037194
208,2008,1115069,신정6동,3579.694,3497.442,126.8704306,37.5162508,,송파구,오륜동,2006,127.128998,37.5175689
209,2008,1118053,독산2동,2565.389,2590.44,126.9048969,37.4626908,,송파구,잠실4동,2006,127.1072787,37.5217381
211,2008,1117070,가리봉동,1776.89,1847.165,126.888207,37.4829137,,송파구,잠실6동,2006,127.0992827,37.5181588
277,2008,1118054,독산3동,3682.508,3762.686,126.9050746,37.4758607,,송파구,잠실본동,2006,127.0819727,37.505573
283,2008,1115061,신월5동,1831.32,1524.1,126.8299898,37.5412271,,송파구,장지동,2006,127.1367905,37.4811119
291,2008,1122056,반포본동,2332.376,1870.323,126.9873462,37.5063564,,송파구,풍납1동,2006,127.1137027,37.5382922
295,2008,1124062,송파2동,2745.563,2612.525,127.1167081,37.5029784,,송파구,풍납2동,2006,127.1101261,37.5299753
201,2008,1117064,개봉2동,3798.876,3674.97,126.8578627,37.4923447,,양천구,목1동,2006,126.8762641,37.52705
203,2008,1117065,개봉3동,2464.447,2456.904,126.8538852,37.4864119,,양천구,목2동,2006,126.8756178,37.5427256
204,2008,1116054,등촌3동,5776.574,4797.169,126.8467162,37.561938,,양천구,목3동,2006,126.8664483,37.5453236
247,2008,1114074,상암동,2378.74,2724.005,126.8802908,37.5727035,,양천구,목4동,2006,126.8680596,37.534826
248,2008,1114077,공덕동,3926.225,3512.677,126.9573092,37.5497216,,양천구,신월1동,2006,126.8344994,37.5311542
249,2008,1118055,독산4동,2358.831,2345.454,126.9050332,37.4693262,,양천구,신월2동,2006,126.846252,37.5224464
251,2008,1112072,불광2동,3520.495,3604.235,126.93026,37.62426,,양천구,신월3동,2006,126.8282326,37.532608
252,2008,1112073,응암3동,2919.423,2820.524,126.9181343,37.5899933,,양천구,신월4동,2006,126.8396852,37.5218161
253,2008,1112074,역촌동,5522.662,4459.321,126.9123116,37.6050675,,양천구,신월5동,2006,126.8299898,37.5412271
255,2008,1113062,홍제1동,2951.738,2414.483,126.9449503,37.5799306,,양천구,신월6동,2006,126.8417608,37.51656
261,2008,1115066,신정3동,4312.489,3624.454,126.841494,37.5112551,,양천구,신월7동,2006,126.8313103,37.5169283
262,2008,1115071,목5동,7603.71,6835.164,126.8794298,37.5372358,,양천구,신정1동,2006,126.8599132,37.5181274
263,2008,1116051,염창동,4880.669,4071.671,126.8764141,37.5537467,,양천구,신정2동,2006,126.8749622,37.5187126
256,2008,1113064,홍제3동,2016.067,1723.618,126.9501653,37.5919852,,양천구,신정3동,2006,126.841494,37.5112551
257,2008,1113066,홍은1동,3191.623,3105.972,126.9478902,37.5996284,,양천구,신정6동,2006,126.8704306,37.5162508
258,2008,1116055,화곡본동,4615.539,4617.018,126.8482094,37.5425489,,양천구,신정7동,2006,126.8647258,37.5108635
259,2008,1116059,화곡4동,2685.147,2684.129,126.85813,37.5359072,,영등포구,당산1동,2006,126.8971277,37.5241327
205,2008,1112055,갈현1동,2940.209,2417.391,126.9143615,37.6247955,,영등포구,당산2동,2006,126.9036897,37.5334719
206,2008,1114075,도화동,3413.667,2834.516,126.9467895,37.5364118,,영등포구,대림1동,2006,126.9047031,37.493276
232,2008,1113076,연희동,5236.641,4508.196,126.9318214,37.5721432,,영등포구,대림2동,2006,126.9008809,37.4899172
233,2008,1114060,대흥동,2380.47,2460.048,126.9402373,37.5509928,,영등포구,대림3동,2006,126.8985444,37.5000989
234,2008,1114061,염리동,1915.278,1542.977,126.9472006,37.5501423,,영등포구,신길1동,2006,126.9198885,37.5126299
237,2008,1112059,응암1동,3966.283,3315.203,126.9271635,37.5971614,,영등포구,신길3동,2006,126.9046472,37.5068694
238,2008,1114078,아현동,2943.433,2451.323,126.9529527,37.550399,,영등포구,신길4동,2006,126.9132072,37.5075102
239,2008,1115052,목2동,3452.326,2900.519,126.8756178,37.5427256,,영등포구,신길5동,2006,126.9054019,37.5009255
240,2008,1115053,목3동,2514.641,2530.581,126.8664483,37.5453236,,영등포구,신길6동,2006,126.9145118,37.4984553
241,2008,1115058,신월2동,2706.919,2667.779,126.846252,37.5224464,,영등포구,신길7동,2006,126.9195079,37.5075361
242,2008,1112066,신사2동,2396.908,2332.853,126.9067539,37.5933874,,영등포구,양평1동,2006,126.8869945,37.5256603
244,2008,1112068,수색동,1967.681,1927.13,126.89328,37.5865769,,영등포구,양평2동,2006,126.8946775,37.5396988
246,2008,1114073,성산2동,4854.685,4826.505,126.9040014,37.5676793,,영등포구,여의도동,2006,126.9290731,37.5286662
307,2008,1124051,풍납1동,2348.067,1923.127,127.1137027,37.5382922,,용산구,남영동,2006,126.9740814,37.5445003
284,2008,1115062,신월6동,1649.293,1307.96,126.8417608,37.51656,,용산구,보광동,2006,127.0014156,37.525308
285,2008,1115063,신월7동,3302.024,3209.864,126.8313103,37.5169283,,용산구,서빙고동,2006,126.9914626,37.5210901
286,2008,1115070,신정7동,3769.186,3700.246,126.8647258,37.5108635,,용산구,용문동,2006,126.9584408,37.5381216
287,2008,1120052,노량진2동,2488.012,2436.817,126.938553,37.5110955,,용산구,용산2가동,2006,126.9833537,37.5405637
267,2008,1114072,성산1동,2753.686,2251.119,126.9108057,37.5623625,,용산구,원효로2동,2006,126.952627,37.5325935
269,2008,1116074,우장산동,3344.814,3926.646,126.8417017,37.5501009,,용산구,이촌1동,2006,126.9702107,37.5175452
270,2008,1117052,구로1동,2288.128,1997.388,126.8744434,37.4930275,,용산구,이촌2동,2006,126.9540649,37.5234571
271,2008,1117054,구로3동,4388.913,3835.677,126.8947943,37.4852754,,용산구,이태원1동,2006,126.9929244,37.5335249
272,2008,1117056,구로5동,4256.744,3630.494,126.8874986,37.5023806,,용산구,이태원2동,2006,126.9923385,37.5416696
276,2008,1118052,독산1동,4568.051,4559.806,126.8921307,37.4654438,,용산구,효창동,2006,126.960713,37.5436889
316,2008,1119071,대림2동,2330.97,1946.68,126.9008809,37.4899172,,용산구,후암동,2006,126.9805674,37.5502826
326,2008,1119066,신길4동,1243.775,1005.97,126.9132072,37.5075102,,은평구,갈현1동,2006,126.9143615,37.6247955
308,2008,1121061,중앙동,1571.418,1584.316,126.9513359,37.484121,,은평구,갈현2동,2006,126.9126436,37.6183503
273,2008,1117071,구로2동,4471.464,3727.594,126.8783718,37.4966945,,은평구,구산동,2006,126.9091326,37.6120976
274,2008,1117072,개봉1동,4196.931,4009.488,126.8509947,37.5006766,,은평구,녹번동,2006,126.9355246,37.604229
275,2008,1118051,가산동,4918.297,5025.034,126.8850721,37.4756389,,은평구,대조동,2006,126.924346,37.6129551
264,2008,1116053,등촌2동,2373.211,1975.893,126.8594214,37.5447925,,은평구,불광1동,2006,126.9372782,37.6181244
265,2008,1116073,화곡1동,6755.571,5605.206,126.8413547,37.5341055,,은평구,수색동,2006,126.89328,37.5865769
266,2008,1114071,연남동,2252.54,1819.045,126.9224741,37.5624936,,은평구,신사1동,2006,126.9082676,37.5980617
279,2008,1117067,오류1동,2512.556,2555.067,126.8424577,37.4969287,,은평구,신사2동,2006,126.9067539,37.5933874
280,2008,1117068,오류2동,2981.047,2926.134,126.8346877,37.4845164,,은평구,응암1동,2006,126.9271635,37.5971614
281,2008,1114066,서교동,6235.65,5909.811,126.9228533,37.5550337,,은평구,응암2동,2006,126.9228547,37.5916628
288,2008,1117069,수궁동,2969.112,2453.978,126.8253891,37.4987947,,은평구,증산동,2006,126.9057627,37.5827513
292,2008,1118060,시흥4동,2727.895,2222.404,126.9092028,37.4595548,,종로구,가회동,2006,126.9863189,37.583995
293,2008,1120063,사당1동,2974.475,2478.381,126.9761499,37.4803836,,종로구,교남동,2006,126.9643275,37.5712812
294,2008,1121066,서림동,3352.657,3293.859,126.938117,37.4737918,,종로구,명륜3가동,2006,126.9932166,37.5872766
297,2008,1122051,서초1동,3593.727,2959.503,127.020373,37.486444,,종로구,무악동,2006,126.9582782,37.5773293
298,2008,1122055,잠원동,5361.97,5224.913,127.0128992,37.5180129,,종로구,부암동,2006,126.9643198,37.5954681
299,2008,1120069,신대방1동,2592.059,2272.172,126.9096133,37.4907832,,종로구,사직동,2006,126.9693562,37.5738364
337,2008,1122052,서초2동,4241.079,4324.721,127.0278351,37.4890881,,종로구,삼청동,2006,126.981541,37.5860477
360,2008,1124068,문정1동,2213.681,2173.75,127.1273333,37.4878015,,종로구,숭인1동,2006,127.0169173,37.5775773
347,2008,1119054,여의도동,9010.809,7394.406,126.9290731,37.5286662,,종로구,숭인2동,2006,127.0195273,37.5749267
359,2008,1124065,가락본동,4160.374,4130.472,127.1213957,37.4971923,,종로구,이화동,2006,127.0026466,37.5801301
349,2008,1119056,당산2동,3591.495,3484.071,126.9036897,37.5334719,,종로구,종로1.2.3.4가동,2006,126.9892737,37.5777701
333,2008,1121054,청림동,2037.116,1704.852,126.959249,37.4895535,,종로구,종로5·6가동,2006,127.0041223,37.5731912
317,2008,1120053,상도1동,3384.34,2899.462,126.9543551,37.4999435,,종로구,창신1동,2006,127.0142162,37.5732983
318,2008,1120054,상도2동,2515.037,2657.878,126.9416175,37.5032617,,종로구,창신2동,2006,127.0104257,37.5759758
320,2008,1120055,상도3동,3215.413,2678.483,126.9349944,37.4974897,,종로구,창신3동,2006,127.012994,37.578808
321,2008,1120056,상도4동,3328.893,3309.161,126.9401218,37.4976735,,종로구,평창동,2006,126.9685672,37.6136779
322,2008,1116070,방화1동,3579.341,2894.132,126.8129904,37.569611,,종로구,혜화동,2006,127.0008948,37.5868266
323,2008,1116071,방화2동,3036.135,3021.026,126.8055663,37.583188,,중구,광희동,2006,127.0029274,37.5655997
325,2008,1119075,도림동,2071.34,2032.802,126.9016479,37.5089421,,중구,명동,2006,126.983206,37.5616872
311,2008,1122062,방배1동,2236.298,1834.064,126.9959053,37.4850573,,중구,소공동,2006,126.9746802,37.5644921
312,2008,1123053,논현2동,5954.332,5945.513,127.0359884,37.5151697,,중구,신당1동,2006,127.0137367,37.5652698
313,2008,1123060,대치1동,3333.483,2900.815,127.0592099,37.4932837,,중구,신당2동,2006,127.0087901,37.5548782
327,2008,1119067,신길5동,1798.733,1465.139,126.9054019,37.5009255,,중구,신당3동,2006,127.0105912,37.5496752
328,2008,1119068,신길6동,2514.53,2098.825,126.9145118,37.4984553,,중구,신당4동,2006,127.015277,37.5566297
306,2008,1123070,개포3동,1774.92,1464.117,127.0718191,37.4885825,,중구,신당5동,2006,127.0213994,37.5631643
309,2008,1121065,신원동,2102.673,2100.103,126.9267456,37.4791405,,중구,신당6동,2006,127.0185893,37.560813
310,2008,1121081,난곡동,3469.717,2843.473,126.920547,37.4703208,,중구,을지로동,2006,126.997044,37.5662578
338,2008,1122053,서초3동,6572.53,5388.405,127.0097616,37.4856591,,중구,장충동,2006,127.0011254,37.5555108
380,2008,1121071,난향동,779.803,647.954,126.9184886,37.4619525,,중구,중림동,2006,126.9664592,37.5567614
390,2008,1124077,잠실6동,3329.787,3319.376,127.0992827,37.5181588,,중구,필동,2006,126.9943278,37.5566962
400,2008,1125065,성내1동,2836.849,2323.126,127.1254874,37.5284538,,중구,황학동,2006,127.0205839,37.5685588
423,2008,1124078,잠실7동,1087.402,966.542,127.0741601,37.5070059,,중구,회현동,2006,126.9769755,37.5572557
401,2008,1124058,방이2동,4561.099,4571.431,127.1138568,37.5126447,,중랑구,망우3동,2006,127.102815,37.5915716
405,2008,1125052,상일동,4151.426,3960.219,127.1650498,37.5507951,,중랑구,면목2동,2006,127.0787611,37.5891501
278,2008,1117061,고척1동,4494.349,4330.357,126.8634217,37.5004217,,중랑구,면목4동,2006,127.0870602,37.5734769
389,2008,1121062,인헌동,3320.459,2790.004,126.9664361,37.4721949,,중랑구,면목5동,2006,127.0789107,37.5822023
395,2008,1124075,잠실4동,1226.738,1193.738,127.1072787,37.5217381,,중랑구,면목7동,2006,127.0911624,37.5761301
398,2008,1125054,명일2동,2776.468,2524.087,127.1557966,37.5484922,,중랑구,묵1동,2006,127.0832136,37.6128345
301,2008,1123067,도곡2동,4446.025,4220.858,127.0489675,37.4880185,,중랑구,묵2동,2006,127.075083,37.6108728
302,2008,1123075,수서동,2885.012,2308.837,127.1015292,37.485455,,중랑구,상봉1동,2006,127.0880656,37.6024549
303,2008,1124066,가락1동,4016.505,3427.577,127.1077445,37.4951698,,중랑구,상봉2동,2006,127.0817926,37.5945418
304,2008,1123056,청담1동,3680.823,3030.102,127.0545458,37.5265323,,중랑구,신내1동,2006,127.1034338,37.610154
305,2008,1123057,청담2동,2750.83,2710.395,127.0447144,37.5225393,,중랑구,신내2동,2006,127.0906807,37.6090172
314,2008,1119076,문래동,4019.037,4044.199,126.8917569,37.515614,,중랑구,중화1동,2006,127.0829266,37.6026318
315,2008,1118058,시흥2동,2058.428,1862.011,126.9205318,37.4506941,,중랑구,중화2동,2006,127.0748907,37.5989287
362,2008,1122061,방배본동,2500.173,2147.368,126.989064,37.4953519,,강남구,개포1동,2007,127.0604992,37.480258
363,2008,1122063,방배2동,3607.827,3550.214,126.9894127,37.4722936,,강남구,개포4동,2007,127.0532531,37.4766254
364,2008,1122064,방배3동,3125.039,2592.272,126.9980078,37.474511,,강남구,논현1동,2007,127.0267406,37.5120568
365,2008,1122065,방배4동,3167.447,3129.242,126.9914563,37.4897993,,강남구,논현2동,2007,127.0359884,37.5151697
366,2008,1120068,대방동,4800.566,4716.516,126.9277596,37.5069865,,강남구,대치1동,2007,127.0592099,37.4932837
350,2008,1120066,사당4동,1409.723,1435.41,126.9705189,37.4807107,,강남구,대치4동,2007,127.0549429,37.5015894
352,2008,1123073,일원1동,2539.955,2094.77,127.0907675,37.4930774,,강남구,도곡1동,2007,127.0407387,37.4894403
353,2008,1124052,풍납2동,4969.426,4657.79,127.1101261,37.5299753,,강남구,도곡2동,2007,127.0489675,37.4880185
354,2008,1119062,양평2동,2520.888,2407.498,126.8946775,37.5396988,,강남구,삼성1동,2007,127.0593872,37.5162321
355,2008,1119063,신길1동,2268.796,1852.526,126.9198885,37.5126299,,강남구,삼성2동,2007,127.0489931,37.5116921
329,2008,1119069,신길7동,2386.134,2043.267,126.9195079,37.5075361,,강남구,세곡동,2007,127.1034738,37.4724392
331,2008,1120073,사당2동,3344.193,3144.536,126.9745172,37.4983502,,강남구,수서동,2007,127.1015292,37.485455
332,2008,1121052,보라매동,3310.126,2745.741,126.9322385,37.4906047,,강남구,신사동,2007,126.9197666,37.4857049
334,2008,1119073,영등포본동,3085.643,2899.428,126.9083612,37.5134004,,강남구,역삼1동,2007,127.0367584,37.4999211
342,2008,1122060,반포4동,5638.407,5382.442,127.0015975,37.4996859,,강남구,역삼2동,2007,127.0449272,37.4984733
335,2008,1119074,영등포동,3978.344,3879.509,126.9092502,37.5236448,,강남구,일원1동,2007,127.0907675,37.4930774
336,2008,1121083,미성동,4551.667,4150.359,126.91622,37.47421,,강남구,일원2동,2007,127.0811726,37.4941682
339,2008,1122057,반포1동,3102.603,2445.086,127.0167747,37.5052427,,강남구,일원본동,2007,127.0839487,37.483064
340,2008,1122058,반포2동,1931.984,1911.565,126.9954459,37.5069544,,강동구,강일동,2007,127.1725746,37.5632192
319,2008,1121068,신사동,2809.554,2801.291,126.9197666,37.4857049,,강동구,고덕1동,2007,127.1491472,37.5642144
324,2008,1116072,방화3동,3845.412,3231.907,126.8153977,37.5829656,,강동구,고덕2동,2007,127.1622577,37.5665935
330,2008,1119072,대림3동,3882.23,3206.298,126.8985444,37.5000989,,강동구,둔촌1동,2007,127.1400533,37.5228724
341,2008,1122059,반포3동,2317.128,1980.781,127.0039808,37.5126405,,강동구,둔촌2동,2007,127.1485334,37.531799
351,2008,1123066,도곡1동,3386.67,2779.173,127.0407387,37.4894403,,강동구,명일1동,2007,127.1452785,37.5495731
358,2008,1124064,삼전동,4737.119,4723.896,127.0905088,37.5016876,,강동구,명일2동,2007,127.1557966,37.5484922
368,2008,1123071,개포4동,3219.124,3207.199,127.0532531,37.4766254,,강동구,상일동,2007,127.1650498,37.5507951
372,2008,1123058,삼성1동,5485.358,4594.627,127.0593872,37.5162321,,강동구,성내1동,2007,127.1254874,37.5284538
379,2008,1121069,신림동,2765.46,2363.337,126.9269185,37.4868818,,강동구,성내2동,2007,127.1277928,37.5343406
344,2008,1120067,사당5동,1522.448,1261.346,126.9659392,37.4868642,,강동구,성내3동,2007,127.1336758,37.5284118
345,2008,1118059,시흥3동,1957.567,1564.158,126.9067393,37.4406086,,강동구,암사2동,2007,127.12315,37.5581746
346,2008,1118061,시흥5동,2574.706,2144.866,126.9120245,37.4489992,,강동구,암사3동,2007,127.1384252,37.5625071
348,2008,1119055,당산1동,2912.094,2788.215,126.8971277,37.5241327,,강동구,천호1동,2007,127.1375642,37.5465789
356,2008,1119065,신길3동,2259.193,1837.215,126.9046472,37.5068694,,강동구,천호3동,2007,127.1340726,37.5393527
357,2008,1121064,서원동,3399.517,2740.309,126.933137,37.4801353,,강북구,번1동,2007,127.0308537,37.6383904
361,2008,1124069,문정2동,1744.688,1983.879,127.1176086,37.4789149,,강북구,번2동,2007,127.0344734,37.6276871
343,2008,1120065,사당3동,2845.631,2265.929,126.9711251,37.4889213,,강북구,번3동,2007,127.0433655,37.6234709
378,2008,1123069,개포2동,1840.41,1763.115,127.0668565,37.4814696,,강북구,수유1동,2007,127.0087803,37.6295496
381,2008,1121072,조원동,2397.465,2372.902,126.9070206,37.4833426,,강북구,수유2동,2007,127.0195059,37.6450152
382,2008,1121073,대학동,5498.761,4549.683,126.9503831,37.4543585,,강북구,수유3동,2007,127.0238872,37.6410633
399,2008,1101055,부암동,1565.313,1219.005,126.9643198,37.5954681,,강서구,가양1동,2007,126.8352521,37.5734646
374,2008,1123063,대치4동,4587.407,4644.931,127.0549429,37.5015894,,강서구,가양2동,2007,126.85434,37.5683492
430,2008,1124080,잠실3동,3511.064,3611.178,127.0947833,37.5162319,,강서구,가양3동,2007,126.8622364,37.5627583
438,2008,1124059,오륜동,2892.584,2798.322,127.128998,37.5175689,,강서구,공항동,2007,126.7947412,37.5566442
411,2008,1125070,둔촌1동,2727.134,2691.32,127.1400533,37.5228724,,강서구,등촌1동,2007,126.859834,37.5560676
420,2008,1124079,잠실2동,585.27,739.423,127.0795435,37.5177509,,강서구,등촌2동,2007,126.8594214,37.5447925
424,2008,1124061,송파1동,3737.003,3033.83,127.1103631,37.5069858,,강서구,등촌3동,2007,126.8467162,37.561938
385,2008,1121080,청룡동,4523.304,4562.544,126.9443897,37.4775952,,강서구,발산1동,2007,126.8258043,37.5502922
386,2008,1121082,삼성동,2904.926,2853.472,126.930529,37.4614434,,강서구,방화1동,2007,126.8129904,37.569611
371,2008,1120072,노량진1동,5271.758,4496.646,126.9504596,37.512746,,강서구,방화2동,2007,126.8055663,37.583188
373,2008,1123059,삼성2동,4216.771,4291.813,127.0489931,37.5116921,,강서구,방화3동,2007,126.8153977,37.5829656
375,2008,1123064,역삼1동,12579.895,10381.521,127.0367584,37.4999211,,강서구,염창동,2007,126.8764141,37.5537467
387,2008,1121057,행운동,3271.835,3191.828,126.9616433,37.4808667,,강서구,화곡2동,2007,126.8548119,37.5326968
367,2008,1120070,신대방2동,3416.122,3472.099,126.9222171,37.494006,,강서구,화곡3동,2007,126.8351141,37.5439302
369,2008,1123072,일원본동,3908.402,3490.754,127.0839487,37.483064,,강서구,화곡4동,2007,126.85813,37.5359072
370,2008,1120071,흑석동,4396.049,3561.871,126.9646503,37.505401,,강서구,화곡6동,2007,126.8511714,37.5516082
383,2008,1121078,은천동,3222.675,3035.825,126.9405829,37.4871325,,강서구,화곡8동,2007,126.847988,37.5337349
388,2008,1121058,낙성대동,2543.811,2306.397,126.9613809,37.4681431,,강서구,화곡본동,2007,126.8482094,37.5425489
391,2008,1125055,고덕1동,2557.502,2605.182,127.1491472,37.5642144,,관악구,남현동,2007,126.9765916,37.4617099
392,2008,1124053,거여1동,2588.926,2197.886,127.1421203,37.4946438,,관악구,봉천10동,2007,127.0195816,37.5830882
393,2008,1124054,거여2동,3727.774,3543.22,127.1489329,37.4891281,,관악구,봉천11동,2007,127.0195816,37.5830882
408,2008,1125059,암사3동,888.29,796.148,127.1384252,37.5625071,,관악구,봉천1동,2007,127.0195816,37.5830882
413,2008,1125072,암사1동,3794.452,3575.283,127.1360249,37.5509501,,관악구,봉천3동,2007,127.0195816,37.5830882
419,2008,1124071,잠실본동,5112.102,5120.18,127.0819727,37.505573,,관악구,봉천6동,2007,127.0195816,37.5830882
427,2008,1125061,천호1동,3506.818,2864.188,127.1375642,37.5465789,,관악구,봉천7동,2007,127.0195816,37.5830882
437,2008,1124055,마천1동,1967.915,1616.08,127.1545404,37.4942934,,관악구,신림1동,2007,126.9269185,37.4868818
402,2008,1124060,오금동,5858.27,5620.421,127.1340709,37.5037194,,관악구,신림2동,2007,126.9269185,37.4868818
403,2008,1123051,신사동,2809.554,2801.291,127.0201823,37.5258447,,관악구,신림4동,2007,126.9269185,37.4868818
404,2008,1123055,압구정2동,3053.445,2957.159,127.0395405,37.5291774,,관악구,신림5동,2007,126.9269185,37.4868818
406,2008,1125066,성내2동,3057.654,3048.881,127.1277928,37.5343406,,관악구,신림7동,2007,126.9269185,37.4868818
394,2008,1124056,마천2동,2564.329,2539.965,127.1516416,37.5004035,,관악구,신림8동,2007,126.9269185,37.4868818
396,2008,1125053,명일1동,4110.325,3401.714,127.1452785,37.5495731,,관악구,신림9동,2007,126.9269185,37.4868818
397,2008,1125051,강일동,227.536,90.143,127.1725746,37.5632192,,관악구,신림본동,2007,126.9269185,37.4868818
384,2008,1121079,성현동,3131.185,2893.102,126.950695,37.4898682,,광진구,광장동,2007,127.103556,37.5475025
417,2008,1122068,내곡동,1349.855,1234.586,127.069692,37.452285,,광진구,구의1동,2007,127.0859709,37.5409688
418,2008,1124070,장지동,2410.522,2400.667,127.1367905,37.4811119,,광진구,구의2동,2007,127.0946734,37.5518631
421,2008,1123074,일원2동,2568.829,2454.467,127.0811726,37.4941682,,광진구,구의3동,2007,127.0961417,37.5357391
422,2008,1123076,세곡동,574.738,581.703,127.1034738,37.4724392,,광진구,군자동,2007,127.0735141,37.5533702
425,2008,1125058,암사2동,1447.491,1405.617,127.12315,37.5581746,,광진구,능동,2007,127.081995,37.551142
426,2008,1123052,논현1동,6348.629,5281.586,127.0267406,37.5120568,,광진구,자양1동,2007,127.0802498,37.5367375
428,2008,1123062,대치3동,4172.445,3476.942,127.0661117,37.501685,,광진구,자양2동,2007,127.0824325,37.5307539
376,2008,1123065,역삼2동,5161.986,5137.791,127.0449272,37.4984733,,광진구,자양3동,2007,127.0712358,37.5318573
377,2008,1123068,개포1동,1827.943,1503.814,127.0604992,37.480258,,광진구,자양4동,2007,127.0636013,37.5338801
429,2008,1122066,양재1동,4377.557,3577.649,127.0236975,37.4704744,,광진구,중곡1동,2007,127.0777479,37.5619104
431,2008,1109064,수유2동,2424.361,2383.794,127.0195059,37.6450152,,광진구,중곡2동,2007,127.0840946,37.5587623
432,2008,1112065,신사1동,3369.447,3298.736,126.9082676,37.5980617,,광진구,중곡3동,2007,127.0814009,37.5676251
433,2008,1117062,고척2동,2963.638,2860.671,126.8545802,37.5050342,,광진구,중곡4동,2007,127.0951459,37.5629686
434,2008,1124063,석촌동,4971.8,4082.427,127.1041138,37.5028508,,광진구,화양동,2007,127.0731746,37.5435197
435,2008,1118057,시흥1동,3888.104,3102.493,126.8996423,37.453328,,구로구,개봉2동,2007,126.8578627,37.4923447
436,2008,1121063,남현동,2922.481,2985.195,126.9765916,37.4617099,,구로구,개봉3동,2007,126.8538852,37.4864119
407,2008,1125056,고덕2동,2399.047,1949.43,127.1622577,37.5665935,,구로구,고척1동,2007,126.8634217,37.5004217
409,2008,1125063,천호3동,3577.02,3534.563,127.1340726,37.5393527,,구로구,고척2동,2007,126.8545802,37.5050342
410,2008,1125067,성내3동,3388.305,2767.507,127.1336758,37.5284118,,구로구,구로1동,2007,126.8744434,37.4930275
412,2008,1125071,둔촌2동,3462.129,2871.711,127.1485334,37.531799,,구로구,구로3동,2007,126.8947943,37.4852754
414,2008,1125073,천호2동,5110.509,4607.285,127.122086,37.5438958,,구로구,구로4동,2007,126.8897517,37.4912957
415,2008,1125074,길동,7537.367,6980.014,127.1473638,37.5398758,,구로구,구로5동,2007,126.8874986,37.5023806
416,2008,1123054,압구정1동,2342.96,1990.722,127.0282296,37.5292279,,구로구,수궁동,2007,126.8253891,37.4987947
,,,,,,,,,구로구,신도림동,2007,126.8831808,37.5101829
,,,,,,,,,구로구,오류1동,2007,126.8424577,37.4969287
,,,,,,,,,구로구,오류2동,2007,126.8346877,37.4845164
,,,,,,,,,금천구,가산동,2007,126.8850721,37.4756389
,,,,,,,,,금천구,독산1동,2007,126.8921307,37.4654438
,,,,,,,,,금천구,독산2동,2007,126.9048969,37.4626908
,,,,,,,,,금천구,독산3동,2007,126.9050746,37.4758607
,,,,,,,,,금천구,독산4동,2007,126.9050332,37.4693262
,,,,,,,,,금천구,시흥1동,2007,126.8996423,37.453328
,,,,,,,,,금천구,시흥2동,2007,126.9205318,37.4506941
,,,,,,,,,금천구,시흥3동,2007,126.9067393,37.4406086
,,,,,,,,,금천구,시흥4동,2007,126.9092028,37.4595548
,,,,,,,,,금천구,시흥5동,2007,126.9120245,37.4489992
,,,,,,,,,노원구,공릉1.3동,2007,127.0730413,37.6235052
,,,,,,,,,노원구,공릉2동,2007,127.0918584,37.6314108
,,,,,,,,,노원구,상계10동,2007,127.0585925,37.6598455
,,,,,,,,,노원구,상계1동,2007,127.067219,37.6835121
,,,,,,,,,노원구,상계2동,2007,127.0662128,37.6560265
,,,,,,,,,노원구,상계3.4동,2007,127.0810527,37.676222
,,,,,,,,,노원구,상계5동,2007,127.0700774,37.6633451
,,,,,,,,,노원구,상계6.7동,2007,127.0614074,37.6466982
,,,,,,,,,노원구,상계8동,2007,127.0537799,37.6661992
,,,,,,,,,노원구,상계9동,2007,127.0631949,37.6676017
,,,,,,,,,노원구,월계1동,2007,127.0625553,37.6187434
,,,,,,,,,노원구,월계2동,2007,127.0492857,37.6340924
,,,,,,,,,노원구,월계3동,2007,127.0657929,37.6231698
,,,,,,,,,노원구,중계1동,2007,127.0734019,37.6498108
,,,,,,,,,노원구,중계4동,2007,127.0841682,37.6585831
,,,,,,,,,노원구,중계본동,2007,127.0855729,37.6480524
,,,,,,,,,노원구,하계1동,2007,127.0750977,37.6384143
,,,,,,,,,노원구,하계2동,2007,127.0646016,37.6351662
,,,,,,,,,도봉구,도봉1동,2007,127.0270249,37.6852966
