percent,region1,region2,year,vaccine,oneparents,household,nurture,parking,hospital,score,tubercle,basic,infect,school,roadkill,violence,economy,foreign,noenter,LNG,LAT,year1
83.7,강남구,개포1동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0604992,37.480258,"""2006"""
83.7,강남구,개포4동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0532531,37.4766254,"""2006"""
83.7,강남구,논현1동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0267406,37.5120568,"""2006"""
83.7,강남구,논현2동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0359884,37.5151697,"""2006"""
83.7,강남구,대치1동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0592099,37.4932837,"""2006"""
83.7,강남구,대치4동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0549429,37.5015894,"""2006"""
83.7,강남구,도곡1동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0407387,37.4894403,"""2006"""
83.7,강남구,도곡2동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0489675,37.4880185,"""2006"""
83.7,강남구,삼성1동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0593872,37.5162321,"""2006"""
83.7,강남구,삼성2동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0489931,37.5116921,"""2006"""
83.7,강남구,세곡동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.1034738,37.4724392,"""2006"""
83.7,강남구,수서동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.1015292,37.485455,"""2006"""
83.7,강남구,신사동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,126.9197666,37.4857049,"""2006"""
83.7,강남구,역삼1동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0367584,37.4999211,"""2006"""
83.7,강남구,역삼2동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0449272,37.4984733,"""2006"""
83.7,강남구,일원1동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0907675,37.4930774,"""2006"""
83.7,강남구,일원2동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0811726,37.4941682,"""2006"""
83.7,강남구,일원본동,2006,116855,647,0,0,126,19,5.47,110,8539,1105,30,2.68,3262,5137,83,331,127.0839487,37.483064,"""2006"""
87.1,강동구,강일동,2006,72556,917,0,2,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1725746,37.5632192,"""2006"""
87.1,강동구,고덕1동,2006,72556,917,0,13,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1491472,37.5642144,"""2006"""
87.1,강동구,고덕2동,2006,72556,917,0,7,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1622577,37.5665935,"""2006"""
87.1,강동구,둔촌1동,2006,72556,917,0,4,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1400533,37.5228724,"""2006"""
87.1,강동구,둔촌2동,2006,72556,917,0,12,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1485334,37.531799,"""2006"""
87.1,강동구,명일1동,2006,72556,917,0,19,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1452785,37.5495731,"""2006"""
87.1,강동구,명일2동,2006,72556,917,0,3,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1557966,37.5484922,"""2006"""
87.1,강동구,상일동,2006,72556,917,0,18,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1650498,37.5507951,"""2006"""
87.1,강동구,성내1동,2006,72556,917,0,11,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1254874,37.5284538,"""2006"""
87.1,강동구,성내2동,2006,72556,917,0,11,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1277928,37.5343406,"""2006"""
87.1,강동구,성내3동,2006,72556,917,0,12,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1336758,37.5284118,"""2006"""
87.1,강동구,암사2동,2006,72556,917,0,5,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.12315,37.5581746,"""2006"""
87.1,강동구,암사3동,2006,72556,917,0,7,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1384252,37.5625071,"""2006"""
87.1,강동구,천호1동,2006,72556,917,0,16,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1375642,37.5465789,"""2006"""
87.1,강동구,천호3동,2006,72556,917,0,9,107,6,6.35,73,5912,313,25,2.68,3262,5137,43,461,127.1340726,37.5393527,"""2006"""
86.1,강북구,번1동,2006,78434,1570,0,12,87,3,4.53,97,9599,140,14,2.68,3262,5137,63,274,127.0308537,37.6383904,"""2006"""
86.1,강북구,번2동,2006,78434,1570,5,6,87,3,4.53,97,9599,140,14,2.68,3262,5137,63,274,127.0344734,37.6276871,"""2006"""
86.1,강북구,번3동,2006,78434,1570,3,11,87,3,4.53,97,9599,140,14,2.68,3262,5137,63,274,127.0433655,37.6234709,"""2006"""
86.1,강북구,수유1동,2006,78434,1570,4,13,87,3,4.53,97,9599,140,14,2.68,3262,5137,63,274,127.0087803,37.6295496,"""2006"""
86.1,강북구,수유2동,2006,78434,1570,1,18,87,3,4.53,97,9599,140,14,2.68,3262,5137,63,274,127.0195059,37.6450152,"""2006"""
86.1,강북구,수유3동,2006,78434,1570,0,16,87,3,4.53,97,9599,140,14,2.68,3262,5137,63,274,127.0238872,37.6410633,"""2006"""
84.4,강서구,가양1동,2006,186076,2203,0,11,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8352521,37.5734646,"""2006"""
84.4,강서구,가양2동,2006,186076,2203,8,10,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.85434,37.5683492,"""2006"""
84.4,강서구,가양3동,2006,186076,2203,9,8,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8622364,37.5627583,"""2006"""
84.4,강서구,공항동,2006,186076,2203,0,8,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.7947412,37.5566442,"""2006"""
84.4,강서구,등촌1동,2006,186076,2203,0,6,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.859834,37.5560676,"""2006"""
84.4,강서구,등촌2동,2006,186076,2203,0,8,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8594214,37.5447925,"""2006"""
84.4,강서구,등촌3동,2006,186076,2203,11,24,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8467162,37.561938,"""2006"""
84.4,강서구,발산1동,2006,186076,2203,2,6,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8258043,37.5502922,"""2006"""
84.4,강서구,방화1동,2006,186076,2203,0,21,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8129904,37.569611,"""2006"""
84.4,강서구,방화2동,2006,186076,2203,1,11,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8055663,37.583188,"""2006"""
84.4,강서구,방화3동,2006,186076,2203,0,13,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8153977,37.5829656,"""2006"""
84.4,강서구,염창동,2006,186076,2203,1,25,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8764141,37.5537467,"""2006"""
84.4,강서구,화곡2동,2006,186076,2203,0,12,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8548119,37.5326968,"""2006"""
84.4,강서구,화곡3동,2006,186076,2203,0,14,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8351141,37.5439302,"""2006"""
84.4,강서구,화곡4동,2006,186076,2203,0,13,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.85813,37.5359072,"""2006"""
84.4,강서구,화곡6동,2006,186076,2203,0,14,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8511714,37.5516082,"""2006"""
84.4,강서구,화곡8동,2006,186076,2203,0,21,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.847988,37.5337349,"""2006"""
84.4,강서구,화곡본동,2006,186076,2203,0,30,133,5,4.62,73,19989,163,34,2.68,3262,5137,148,619,126.8482094,37.5425489,"""2006"""
86.5,관악구,남현동,2006,92045,1486,0,7,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9765916,37.4617099,"""2006"""
86.5,관악구,봉천10동,2006,92045,1486,2,6,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9643198,37.5954681,"""2006"""
86.5,관악구,봉천11동,2006,92045,1486,0,19,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9643198,37.5954681,"""2006"""
86.5,관악구,봉천1동,2006,92045,1486,3,16,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9643198,37.5954681,"""2006"""
86.5,관악구,봉천3동,2006,92045,1486,0,14,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9643198,37.5954681,"""2006"""
86.5,관악구,봉천6동,2006,92045,1486,0,13,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9643198,37.5954681,"""2006"""
86.5,관악구,봉천7동,2006,92045,1486,0,13,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9643198,37.5954681,"""2006"""
86.5,관악구,신림1동,2006,92045,1486,0,16,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9269185,37.4868818,"""2006"""
86.5,관악구,신림2동,2006,92045,1486,0,6,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9269185,37.4868818,"""2006"""
86.5,관악구,신림4동,2006,92045,1486,0,13,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9269185,37.4868818,"""2006"""
86.5,관악구,신림5동,2006,92045,1486,0,6,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9269185,37.4868818,"""2006"""
86.5,관악구,신림7동,2006,92045,1486,0,12,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9269185,37.4868818,"""2006"""
86.5,관악구,신림8동,2006,92045,1486,0,13,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9269185,37.4868818,"""2006"""
86.5,관악구,신림9동,2006,92045,1486,0,5,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9269185,37.4868818,"""2006"""
86.5,관악구,신림본동,2006,92045,1486,0,9,159,5,5.33,96,9580,220,22,2.68,3262,5137,56,386,126.9269185,37.4868818,"""2006"""
87.6,광진구,광장동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.103556,37.5475025,"""2006"""
87.6,광진구,구의1동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0859709,37.5409688,"""2006"""
87.6,광진구,구의2동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0946734,37.5518631,"""2006"""
87.6,광진구,구의3동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0961417,37.5357391,"""2006"""
87.6,광진구,군자동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0735141,37.5533702,"""2006"""
87.6,광진구,능동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.081995,37.551142,"""2006"""
87.6,광진구,자양1동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0802498,37.5367375,"""2006"""
87.6,광진구,자양2동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0824325,37.5307539,"""2006"""
87.6,광진구,자양3동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0712358,37.5318573,"""2006"""
87.6,광진구,중곡1동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0777479,37.5619104,"""2006"""
87.6,광진구,중곡2동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0840946,37.5587623,"""2006"""
87.6,광진구,중곡3동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0814009,37.5676251,"""2006"""
87.6,광진구,중곡4동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0951459,37.5629686,"""2006"""
87.6,광진구,화양동,2006,68782,1018,0,0,116,4,5.03,91,4564,228,22,2.68,3262,5137,91,301,127.0731746,37.5435197,"""2006"""
86.3,구로구,개봉2동,2006,109908,969,0,27,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8578627,37.4923447,"""2006"""
86.3,구로구,개봉3동,2006,109908,969,0,16,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8538852,37.4864119,"""2006"""
86.3,구로구,고척1동,2006,109908,969,0,15,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8634217,37.5004217,"""2006"""
86.3,구로구,고척2동,2006,109908,969,2,22,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8545802,37.5050342,"""2006"""
86.3,구로구,구로1동,2006,109908,969,0,17,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8744434,37.4930275,"""2006"""
86.3,구로구,구로3동,2006,109908,969,0,19,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8947943,37.4852754,"""2006"""
86.3,구로구,구로4동,2006,109908,969,1,12,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8897517,37.4912957,"""2006"""
86.3,구로구,구로5동,2006,109908,969,0,21,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8874986,37.5023806,"""2006"""
86.3,구로구,수궁동,2006,109908,969,4,10,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8253891,37.4987947,"""2006"""
86.3,구로구,신도림동,2006,109908,969,0,20,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8831808,37.5101829,"""2006"""
86.3,구로구,오류1동,2006,109908,969,0,10,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8424577,37.4969287,"""2006"""
86.3,구로구,오류2동,2006,109908,969,0,16,71,4,5.14,126,6746,313,23,2.68,3262,5137,133,395,126.8346877,37.4845164,"""2006"""
88.1,금천구,가산동,2006,48027,1125,0,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.8850721,37.4756389,"""2006"""
88.1,금천구,독산1동,2006,48027,1125,1,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.8921307,37.4654438,"""2006"""
88.1,금천구,독산2동,2006,48027,1125,2,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.9048969,37.4626908,"""2006"""
88.1,금천구,독산3동,2006,48027,1125,1,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.9050746,37.4758607,"""2006"""
88.1,금천구,독산4동,2006,48027,1125,0,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.9050332,37.4693262,"""2006"""
88.1,금천구,시흥1동,2006,48027,1125,0,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.8996423,37.453328,"""2006"""
88.1,금천구,시흥2동,2006,48027,1125,0,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.9205318,37.4506941,"""2006"""
88.1,금천구,시흥3동,2006,48027,1125,0,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.9067393,37.4406086,"""2006"""
88.1,금천구,시흥4동,2006,48027,1125,1,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.9092028,37.4595548,"""2006"""
88.1,금천구,시흥5동,2006,48027,1125,2,0,58,2,4.4,107,6804,154,18,2.68,3262,5137,27,283,126.9120245,37.4489992,"""2006"""
88,노원구,공릉2동,2006,109827,1585,0,44,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0918584,37.6314108,"""2006"""
88,노원구,상계10동,2006,109827,1585,0,22,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0585925,37.6598455,"""2006"""
88,노원구,상계1동,2006,109827,1585,0,30,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.067219,37.6835121,"""2006"""
88,노원구,상계2동,2006,109827,1585,0,20,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0662128,37.6560265,"""2006"""
88,노원구,상계5동,2006,109827,1585,0,19,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0700774,37.6633451,"""2006"""
88,노원구,상계8동,2006,109827,1585,0,40,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0537799,37.6661992,"""2006"""
88,노원구,상계9동,2006,109827,1585,0,29,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0631949,37.6676017,"""2006"""
88,노원구,월계1동,2006,109827,1585,1,15,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0625553,37.6187434,"""2006"""
88,노원구,월계2동,2006,109827,1585,15,16,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0492857,37.6340924,"""2006"""
88,노원구,월계3동,2006,109827,1585,0,33,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0657929,37.6231698,"""2006"""
88,노원구,중계1동,2006,109827,1585,3,23,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0734019,37.6498108,"""2006"""
88,노원구,중계4동,2006,109827,1585,2,14,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0841682,37.6585831,"""2006"""
88,노원구,중계본동,2006,109827,1585,0,17,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0855729,37.6480524,"""2006"""
88,노원구,하계1동,2006,109827,1585,3,16,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0750977,37.6384143,"""2006"""
88,노원구,하계2동,2006,109827,1585,0,24,51,5,5.5,115,21977,512,42,2.68,3262,5137,79,591,127.0646016,37.6351662,"""2006"""
85.6,도봉구,도봉1동,2006,60517,1016,0,16,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0270249,37.6852966,"""2006"""
85.6,도봉구,도봉2동,2006,60517,1016,0,24,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0478527,37.6815251,"""2006"""
85.6,도봉구,방학1동,2006,60517,1016,2,27,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0431323,37.6651501,"""2006"""
85.6,도봉구,방학2동,2006,60517,1016,2,19,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0313205,37.668601,"""2006"""
85.6,도봉구,방학3동,2006,60517,1016,0,17,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0251742,37.6626127,"""2006"""
85.6,도봉구,쌍문1동,2006,60517,1016,0,10,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0206282,37.6543185,"""2006"""
85.6,도봉구,쌍문2동,2006,60517,1016,0,15,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.037596,37.65647,"""2006"""
85.6,도봉구,쌍문3동,2006,60517,1016,3,13,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0307557,37.6471216,"""2006"""
85.6,도봉구,쌍문4동,2006,60517,1016,0,23,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0300327,37.6554033,"""2006"""
85.6,도봉구,창1동,2006,60517,1016,0,17,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0423736,37.6454302,"""2006"""
85.6,도봉구,창2동,2006,60517,1016,0,18,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0372578,37.6417801,"""2006"""
85.6,도봉구,창3동,2006,60517,1016,1,17,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0414145,37.637731,"""2006"""
85.6,도봉구,창4동,2006,60517,1016,0,20,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0503232,37.6514095,"""2006"""
85.6,도봉구,창5동,2006,60517,1016,0,26,75,3,4.58,41,4492,233,23,2.68,3262,5137,47,416,127.0423315,37.6566244,"""2006"""
86.2,동대문구,회기동,2006,85985,1161,0,5,85,5,5.7,123,7754,764,21,2.68,3262,5137,121,347,127.0520037,37.5944552,"""2006"""
86.2,동대문구,휘경1동,2006,85985,1161,0,6,85,5,5.7,123,7754,764,21,2.68,3262,5137,121,347,127.061833,37.5914118,"""2006"""
86.2,동대문구,휘경2동,2006,85985,1161,1,15,85,5,5.7,123,7754,764,21,2.68,3262,5137,121,347,127.065974,37.5867326,"""2006"""
86.1,동작구,노량진2동,2006,115028,938,0,8,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.938553,37.5110955,"""2006"""
86.1,동작구,대방동,2006,115028,938,0,13,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9277596,37.5069865,"""2006"""
86.1,동작구,사당1동,2006,115028,938,0,10,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9761499,37.4803836,"""2006"""
86.1,동작구,사당3동,2006,115028,938,0,12,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9711251,37.4889213,"""2006"""
86.1,동작구,사당4동,2006,115028,938,0,8,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9705189,37.4807107,"""2006"""
86.1,동작구,사당5동,2006,115028,938,0,11,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9659392,37.4868642,"""2006"""
86.1,동작구,상도1동,2006,115028,938,0,12,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9543551,37.4999435,"""2006"""
86.1,동작구,상도2동,2006,115028,938,0,11,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9416175,37.5032617,"""2006"""
86.1,동작구,상도3동,2006,115028,938,0,17,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9349944,37.4974897,"""2006"""
86.1,동작구,상도4동,2006,115028,938,0,19,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9401218,37.4976735,"""2006"""
86.1,동작구,신대방1동,2006,115028,938,0,17,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9096133,37.4907832,"""2006"""
86.1,동작구,신대방2동,2006,115028,938,0,13,97,4,4.79,82,6067,496,19,2.68,3262,5137,81,446,126.9222171,37.494006,"""2006"""
87.6,마포구,대흥동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9402373,37.5509928,"""2006"""
87.6,마포구,망원1동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9007265,37.5521849,"""2006"""
87.6,마포구,망원2동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.8956961,37.5567473,"""2006"""
87.6,마포구,상암동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.8802908,37.5727035,"""2006"""
87.6,마포구,서교동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9228533,37.5550337,"""2006"""
87.6,마포구,성산1동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9108057,37.5623625,"""2006"""
87.6,마포구,성산2동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9040014,37.5676793,"""2006"""
87.6,마포구,신수동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,127.0201823,37.5258447,"""2006"""
87.6,마포구,연남동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9224741,37.5624936,"""2006"""
87.6,마포구,염리동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9472006,37.5501423,"""2006"""
87.6,마포구,용강동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9423661,37.5404748,"""2006"""
87.6,마포구,합정동,2006,56625,617,0,0,99,5,4.79,69,5843,121,20,2.68,3262,5137,816,293,126.9085437,37.5471898,"""2006"""
83.1,서대문구,남가좌1동,2006,56557,779,1,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9158688,37.5715267,"""2006"""
83.1,서대문구,남가좌2동,2006,56557,779,2,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9211579,37.5784557,"""2006"""
83.1,서대문구,북가좌1동,2006,56557,779,0,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9084379,37.5756028,"""2006"""
83.1,서대문구,북가좌2동,2006,56557,779,0,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9139325,37.5811056,"""2006"""
83.1,서대문구,천연동,2006,56557,779,1,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9583141,37.5719571,"""2006"""
83.1,서대문구,홍은1동,2006,56557,779,0,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9478902,37.5996284,"""2006"""
83.1,서대문구,홍은3동,2006,56557,779,0,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9321546,37.5868455,"""2006"""
83.1,서대문구,홍제1동,2006,56557,779,0,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9449503,37.5799306,"""2006"""
83.1,서대문구,홍제3동,2006,56557,779,3,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9528452,37.5840871,"""2006"""
83.1,서대문구,홍제4동,2006,56557,779,0,0,100,4,4.51,49,5314,350,18,2.68,3262,5137,1369,391,126.9501653,37.5919852,"""2006"""
83.9,서초구,내곡동,2006,88469,247,0,5,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,127.069692,37.452285,"""2006"""
83.9,서초구,반포1동,2006,88469,247,0,9,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,127.0167747,37.5052427,"""2006"""
83.9,서초구,반포2동,2006,88469,247,0,3,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,126.9954459,37.5069544,"""2006"""
83.9,서초구,반포3동,2006,88469,247,0,11,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,127.0039808,37.5126405,"""2006"""
83.9,서초구,반포4동,2006,88469,247,0,6,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,127.0015975,37.4996859,"""2006"""
83.9,서초구,반포본동,2006,88469,247,0,2,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,126.9873462,37.5063564,"""2006"""
83.9,서초구,방배1동,2006,88469,247,0,6,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,126.9959053,37.4850573,"""2006"""
83.9,서초구,방배2동,2006,88469,247,0,13,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,126.9894127,37.4722936,"""2006"""
83.9,서초구,방배3동,2006,88469,247,0,7,108,8,5.02,79,2918,263,21,2.68,3262,5137,64,215,126.9980078,37.474511,"""2006"""
