Date,Open,High,Low,Close,Volume,Adj Close
2004-01-02,21.55,24.84,21.18,22.56,14487600,10.84
2004-02-02,22.46,24.1,21.7,23.92,10133200,11.5
2004-03-01,24.1,28.14,23.6,27.04,18659700,12.99
2004-04-01,26.89,29.58,25.49,25.78,15980700,12.39
2004-05-03,26,28.78,25.5,28.06,9732100,13.48
2004-06-01,27.79,34.19,27.61,32.54,14626300,15.64
2004-07-01,32.1,33.63,28.74,32.34,16904000,15.54
2004-08-02,31.18,35.18,29.7,34.49,13616700,16.58
2004-09-01,34.3,39.27,34.19,38.75,13772900,18.62
2004-10-01,39.12,53.2,37.65,52.4,28749200,25.18
2004-11-01,52.5,69.57,52.04,67.05,31408300,32.22
2004-12-01,67.79,67.95,61.6,64.4,26342800,30.95
2005-01-03,64.78,77.89,62.6,76.9,48909500,36.96
2005-02-01,77.05,90.88,43.96,44.86,41542400,43.12
2005-03-01,44.99,45.11,38.83,41.67,24857200,40.05
2005-04-01,42.09,44.45,34,36.06,34093700,34.66
2005-05-02,36.21,40.94,33.11,39.76,22555200,38.22
2005-06-01,39.89,40.76,35.52,36.81,19067500,35.38
2005-07-01,36.83,44.38,36.29,42.65,19029100,40.99
2005-08-01,42.57,48.33,42.02,46.89,15223200,45.07
2005-09-01,47,54.56,46.09,53.61,21903700,51.53
2005-10-03,54.16,57.98,47.87,57.59,33306600,55.35
2005-11-01,57.24,71.07,56.87,67.82,23898100,65.19
2005-12-01,68.95,75.46,68.81,71.89,23279600,69.1
2006-01-03,72.38,86.4,70.87,75.51,40699800,72.58
2006-02-01,74.95,76.46,62.9,68.49,37646000,65.83
2006-03-01,68.84,69.99,57.67,62.72,37279400,60.28
2006-04-03,63.67,72.05,61.05,70.39,39246800,67.66
2006-05-01,70.77,73.8,58.69,59.77,27418400,57.45
2006-06-01,59.85,63.1,55.41,57.27,30318700,55.05
2006-07-03,57.52,68.63,50.16,67.96,32808100,65.32
2006-08-01,67.22,70,62.58,67.85,28668200,65.21
2006-09-01,68.48,77.78,67.82,76.98,32370300,73.99
2006-10-02,75.1,82.6,72.6,81.08,24171100,77.93
2006-11-01,81.1,93.16,77.79,91.66,25009100,88.1
2006-12-01,91.8,92.33,76.77,84.84,32084300,81.54
2007-01-03,86.29,97.8,81.9,85.73,50117500,82.4
2007-02-01,86.23,90.81,82.86,84.61,27522200,81.32
2007-03-01,84.03,96.83,83.75,92.91,26816800,89.3
2007-04-02,94.14,102.5,89.6,99.8,25136100,95.92
2007-05-01,99.59,122.17,98.55,121.19,30295600,116.48
2007-06-01,121.1,127.61,115.4,122.04,41526100,117.3
2007-07-02,121.05,148.92,119.3,131.76,43845100,126.64
2007-08-01,133.64,139.65,111.62,138.48,39188900,133.1
2007-09-04,139.94,155,130,153.47,40500600,147.51
2007-10-01,154.63,190.12,152.93,189.95,37439600,182.57
2007-11-01,188.6,192.68,150.63,182.22,46577500,175.14
2007-12-03,181.86,202.96,176.99,198.08,31771400,190.39
2008-01-02,199.27,200.26,126.14,135.36,62108100,130.1
2008-02-01,136.24,136.59,115.44,125.02,46645400,120.16
2008-03-03,124.44,145.74,118,143.5,42313100,137.93
2008-04-01,146.3,180,143.61,173.95,38841700,167.19
2008-05-01,174.96,192.24,172,188.75,32650300,181.42
2008-06-02,188.6,189.95,164.15,167.44,34285700,160.94
2008-07-01,164.23,180.91,146.53,158.95,33096200,152.78
2008-08-01,159.9,180.45,152.91,169.53,23273800,162.94
2008-09-02,172.4,173.5,100.59,113.66,43697600,109.24
2008-10-01,111.92,116.4,85,107.59,66904400,103.41
2008-11-03,105.93,111.79,79.14,92.67,44957200,89.07
2008-12-01,91.3,103.6,84.55,85.35,33800900,82.03
2009-01-02,85.88,97.17,78.2,90.13,33495000,86.63
2009-02-02,89.1,103,86.51,89.31,27394900,85.84
2009-03-02,88.12,109.98,82.33,105.12,25965300,101.04
2009-04-01,104.09,127.2,103.89,125.83,20952600,120.94
2009-05-01,125.8,135.9,119.38,135.81,17702900,130.53
2009-06-01,136.47,146.4,132.88,142.43,21282100,136.9
2009-07-01,143.5,165,134.42,163.39,18449100,157.04
2009-08-03,165.21,172.49,159.42,168.21,14415700,161.68
2009-09-01,167.99,188.9,164.11,185.35,17906300,178.15
2009-10-01,185.35,208.71,180.7,188.5,22197500,181.18
2009-11-02,189.8,208,185.57,199.91,15856500,192.14
2009-12-01,202.24,213.95,188.68,210.73,19068700,202.54
2010-01-04,213.43,215.59,190.25,192.06,30855100,184.6
2010-02-01,192.37,205.17,190.85,204.62,21209600,196.67
2010-03-01,205.75,237.48,205.45,235,19541600,225.87
2010-04-01,237.41,272.46,232.75,261.09,21955000,250.95
2010-05-03,263.84,267.88,199.25,256.88,33746900,246.9
2010-06-01,259.69,279.01,242.2,251.53,28231600,241.76
2010-07-01,254.3,265.99,239.6,257.25,27411400,247.26
2010-08-02,260.44,264.28,235.56,243.1,16249800,233.66
2010-09-01,247.47,294.73,246.28,283.75,21298100,272.73
2010-10-01,286.15,319,277.77,300.98,21539200,289.29
2010-11-01,302.22,321.3,297.76,311.15,17023700,299.06
2010-12-01,315.27,326.66,314.89,322.56,11634300,310.03
2011-01-03,325.64,348.6,324.84,339.32,20033500,326.14
2011-02-01,341.3,364.9,337.72,353.21,18231200,339.49
2011-03-01,355.47,361.67,326.26,348.51,17982100,334.97
2011-04-01,351.11,355.13,320.16,350.13,18321700,336.53
2011-05-02,349.74,351.83,329.42,347.83,12465600,334.32
2011-06-01,348.87,352.13,310.5,335.67,15562900,322.63
2011-07-01,335.95,404.5,334.2,390.48,20154500,375.31
2011-08-01,397.78,399.5,353.02,384.83,25877600,369.88
2011-09-01,385.82,422.86,366.48,381.32,21301100,366.51
2011-10-03,380.37,426.7,354.24,404.78,23004900,389.06
2011-11-01,397.41,408,363.32,382.2,15934700,367.35
2011-12-01,382.54,409.09,377.68,405,11030900,389.27
2012-01-03,409.4,458.24,409,456.48,12949100,438.75
2012-02-01,458.41,547.61,453.98,542.44,22001000,521.37
2012-03-01,548.17,621.45,516.22,599.55,26486000,576.26
2012-04-02,601.83,644,555,583.98,28759100,561.29
2012-05-01,584.9,596.76,522.18,577.73,18827900,555.29
2012-06-01,569.16,590,548.5,584,14077000,561.31
2012-07-02,584.73,619.87,570,610.76,15938700,587.03
2012-08-01,615.91,680.87,600.25,665.24,13376500,642.14
2012-09-04,665.76,705.07,656,667.1,18297200,643.94
